Autoscaler,Timestamp,Elapsed_minutes,HTTP_LAT_ms,LatencyDelta_ms
hpa80,2026-08-25 05:11:50,3.7666666666666666,386.9,0.0
hpa80,2026-08-25 05:11:57,3.8833333333333333,343.6,-43.299999999999955
hpa80,2026-08-25 05:12:03,3.9833333333333334,343.6,0.0
hpa80,2026-08-25 05:12:10,4.1,216.6,-127.00000000000003
hpa80,2026-08-25 05:12:18,4.233333333333333,216.6,0.0
hpa80,2026-08-25 05:12:24,4.333333333333333,301.4,84.79999999999998
hpa80,2026-08-25 05:12:31,4.45,301.4,0.0
hpa80,2026-08-25 05:12:37,4.55,301.4,0.0
hpa80,2026-08-25 05:12:44,4.666666666666667,248.7,-52.69999999999999
hpa80,2026-08-25 05:12:51,4.783333333333333,248.7,0.0
hpa80,2026-08-25 05:12:58,4.9,242.6,-6.099999999999994
hpa80,2026-08-25 05:13:05,5.016666666666667,242.6,0.0
hpa80,2026-08-25 05:13:13,5.15,209.9,-32.69999999999999
hpa80,2026-08-25 05:13:20,5.266666666666667,209.9,0.0
hpa80,2026-08-25 05:13:27,5.383333333333334,220.7,10.799999999999983
hpa80,2026-08-25 05:13:33,5.483333333333333,220.7,0.0
hpa80,2026-08-25 05:13:39,5.583333333333333,216.9,-3.799999999999983
hpa80,2026-08-25 05:13:46,5.7,216.9,0.0
hpa80,2026-08-25 05:13:52,5.8,216.9,0.0
hpa80,2026-08-25 05:13:59,5.916666666666667,215.0,-1.9000000000000057
hpa80,2026-08-25 05:14:05,6.016666666666667,215.0,0.0
hpa80,2026-08-25 05:14:11,6.116666666666666,198.3,-16.69999999999999
hpa80,2026-08-25 05:14:19,6.25,198.3,0.0
hpa80,2026-08-25 05:14:26,6.366666666666666,205.5,7.199999999999989
hpa80,2026-08-25 05:14:32,6.466666666666667,205.5,0.0
hpa80,2026-08-25 05:14:39,6.583333333333333,222.1,16.599999999999994
hpa80,2026-08-25 05:14:45,6.683333333333334,222.1,0.0
hpa80,2026-08-25 05:14:52,6.8,222.1,0.0
hpa80,2026-08-25 05:15:01,6.95,233.4,11.300000000000011
hpa80,2026-08-25 05:15:07,7.05,233.4,0.0
hpa80,2026-08-25 05:15:14,7.166666666666667,247.4,14.0
hpa80,2026-08-25 05:15:22,7.3,247.4,0.0
hpa80,2026-08-25 05:15:29,7.416666666666667,229.1,-18.30000000000001
hpa80,2026-08-25 05:15:36,7.533333333333333,229.1,0.0
hpa80,2026-08-25 05:15:44,7.666666666666667,218.2,-10.900000000000006
hpa80,2026-08-25 05:15:51,7.783333333333333,218.2,0.0
hpa80,2026-08-25 05:15:58,7.9,214.4,-3.799999999999983
hpa80,2026-08-25 05:16:04,8.0,214.4,0.0
hpa80,2026-08-25 05:16:11,8.116666666666667,209.9,-4.5
hpa80,2026-08-25 05:16:17,8.216666666666667,209.9,0.0
hpa80,2026-08-25 05:16:23,8.316666666666666,209.9,0.0
hpa80,2026-08-25 05:16:29,8.416666666666666,202.0,-7.900000000000006
hpa80,2026-08-25 05:16:37,8.55,202.0,0.0
hpa80,2026-08-25 05:16:43,8.65,183.4,-18.599999999999994
hpa80,2026-08-25 05:16:51,8.783333333333333,183.4,0.0
hpa80,2026-08-25 05:16:57,8.883333333333333,167.1,-16.30000000000001
hpa80,2026-08-25 05:17:03,8.983333333333333,167.1,0.0
hpa80,2026-08-25 05:17:10,9.1,230.0,62.900000000000006
hpa80,2026-08-25 05:17:16,9.2,230.0,0.0
hpa80,2026-08-25 05:17:23,9.316666666666666,230.0,0.0
hpa80,2026-08-25 05:17:29,9.416666666666666,246.2,16.19999999999999
hpa80,2026-08-25 05:17:36,9.533333333333333,246.2,0.0
hpa80,2026-08-25 05:17:43,9.65,273.8,27.600000000000023
hpa80,2026-08-25 05:17:49,9.75,273.8,0.0
hpa80,2026-08-25 05:17:56,9.866666666666667,210.1,-63.70000000000002
hpa80,2026-08-25 05:18:03,9.983333333333333,210.1,0.0
hpa80,2026-08-25 05:18:09,10.083333333333334,191.3,-18.799999999999983
hpa80,2026-08-25 05:18:15,10.183333333333334,191.3,0.0
hpa80,2026-08-25 05:18:23,10.316666666666666,230.2,38.89999999999998
hpa80,2026-08-25 05:18:31,10.45,230.2,0.0
hpa80,2026-08-25 05:18:38,10.566666666666666,386.2,156.0
hpa80,2026-08-25 05:18:45,10.683333333333334,386.2,0.0
hpa80,2026-08-25 05:18:52,10.8,520.5,134.3
hpa80,2026-08-25 05:19:01,10.95,520.5,0.0
hpa80,2026-08-25 05:19:07,11.05,488.7,-31.80000000000001
hpa80,2026-08-25 05:19:16,11.2,488.7,0.0
hpa80,2026-08-25 05:19:23,11.316666666666666,463.5,-25.19999999999999
hpa80,2026-08-25 05:19:31,11.45,463.5,0.0
hpa80,2026-08-25 05:19:38,11.566666666666666,463.5,0.0
hpa80,2026-08-25 05:19:46,11.7,253.8,-209.7
hpa80,2026-08-25 05:19:52,11.8,253.8,0.0
hpa80,2026-08-25 05:20:01,11.95,249.5,-4.300000000000011
hpa80,2026-08-25 05:20:07,12.05,249.5,0.0
hpa80,2026-08-25 05:20:14,12.166666666666666,236.1,-13.400000000000006
hpa80,2026-08-25 05:20:22,12.3,236.1,0.0
hpa80,2026-08-25 05:20:30,12.433333333333334,255.1,19.0
hpa80,2026-08-25 05:20:38,12.566666666666666,255.1,0.0
hpa80,2026-08-25 05:20:45,12.683333333333334,332.7,77.6
hpa80,2026-08-25 05:20:52,12.8,332.7,0.0
hpa80,2026-08-25 05:21:00,12.933333333333334,235.7,-97.0
hpa80,2026-08-25 05:21:06,13.033333333333333,235.7,0.0
hpa80,2026-08-25 05:21:12,13.133333333333333,449.8,214.10000000000002
hpa80,2026-08-25 05:21:19,13.25,449.8,0.0
hpa80,2026-08-25 05:21:26,13.366666666666667,468.7,18.899999999999977
hpa80,2026-08-25 05:21:32,13.466666666666667,468.7,0.0
hpa80,2026-08-25 05:21:39,13.583333333333334,436.6,-32.099999999999966
hpa80,2026-08-25 05:21:45,13.683333333333334,436.6,0.0
hpa80,2026-08-25 05:21:52,13.8,436.6,0.0
hpa80,2026-08-25 05:21:59,13.916666666666666,303.3,-133.3
hpa80,2026-08-25 05:22:06,14.033333333333333,303.3,0.0
hpa80,2026-08-25 05:22:12,14.133333333333333,224.9,-78.4
hpa80,2026-08-25 05:22:18,14.233333333333333,224.9,0.0
hpa80,2026-08-25 05:22:24,14.333333333333334,242.0,17.099999999999994
hpa80,2026-08-25 05:22:31,14.45,242.0,0.0
hpa80,2026-08-25 05:22:37,14.55,242.0,0.0
hpa80,2026-08-25 05:22:44,14.666666666666666,363.0,121.0
hpa80,2026-08-25 05:22:53,14.816666666666666,363.0,0.0
hpa80,2026-08-25 05:23:00,14.933333333333334,447.8,84.80000000000001
hpa80,2026-08-25 05:23:08,15.066666666666666,447.8,0.0
hpa80,2026-08-25 05:23:15,15.183333333333334,640.0,192.2
hpa80,2026-08-25 05:23:23,15.316666666666666,640.0,0.0
hpa80,2026-08-25 05:23:30,15.433333333333334,674.4,34.39999999999998
hpa80,2026-08-25 05:23:38,15.566666666666666,674.4,0.0
hpa80,2026-08-25 05:23:45,15.683333333333334,652.8,-21.600000000000023
hpa80,2026-08-25 05:23:53,15.816666666666666,652.8,0.0
hpa80,2026-08-25 05:24:01,15.95,543.5,-109.29999999999995
hpa80,2026-08-25 05:24:09,16.083333333333332,346.9,-196.60000000000002
hpa80,2026-08-25 05:24:15,16.183333333333334,346.9,0.0
hpa80,2026-08-25 05:24:23,16.316666666666666,346.9,0.0
hpa80,2026-08-25 05:24:30,16.433333333333334,284.9,-62.0
hpa80,2026-08-25 05:24:39,16.583333333333332,284.9,0.0
hpa80,2026-08-25 05:24:45,16.683333333333334,389.5,104.60000000000002
hpa80,2026-08-25 05:24:53,16.816666666666666,389.5,0.0
hpa80,2026-08-25 05:24:59,16.916666666666668,305.2,-84.30000000000001
hpa80,2026-08-25 05:25:07,17.05,305.2,0.0
hpa80,2026-08-25 05:25:14,17.166666666666668,277.5,-27.69999999999999
hpa80,2026-08-25 05:25:23,17.316666666666666,277.5,0.0
hpa80,2026-08-25 05:25:31,17.45,540.2,262.70000000000005
hpa80,2026-08-25 05:25:39,17.583333333333332,748.0,207.79999999999995
hpa80,2026-08-25 05:25:45,17.683333333333334,748.0,0.0
hpa80,2026-08-25 05:25:53,17.816666666666666,748.0,0.0
hpa80,2026-08-25 05:26:01,17.95,822.1,74.10000000000002
hpa80,2026-08-25 05:26:08,18.066666666666666,684.0,-138.10000000000002
hpa80,2026-08-25 05:26:15,18.183333333333334,684.3,0.2999999999999545
hpa80,2026-08-25 05:26:22,18.3,684.7,0.40000000000009095
hpa80,2026-08-25 05:26:31,18.45,543.8,-140.9000000000001
hpa80,2026-08-25 05:26:39,18.583333333333332,683.5,139.70000000000005
hpa80,2026-08-25 05:26:45,18.683333333333334,683.5,0.0
hpa80,2026-08-25 05:26:55,18.85,665.4,-18.100000000000023
hpa80,2026-08-25 05:27:01,18.95,665.4,0.0
hpa80,2026-08-25 05:27:10,19.1,703.9,38.5
hpa80,2026-08-25 05:27:17,19.216666666666665,703.9,0.0
hpa80,2026-08-25 05:27:23,19.316666666666666,412.9,-291.0
hpa80,2026-08-25 05:27:31,19.45,412.9,0.0
hpa80,2026-08-25 05:27:39,19.583333333333332,630.0,217.10000000000002
hpa80,2026-08-25 05:27:46,19.7,630.0,0.0
hpa80,2026-08-25 05:27:53,19.816666666666666,494.2,-135.8
hpa80,2026-08-25 05:28:01,19.95,494.2,0.0
hpa80,2026-08-25 05:28:08,20.066666666666666,498.1,3.900000000000034
hpa80,2026-08-25 05:28:17,20.216666666666665,498.1,0.0
hpa80,2026-08-25 05:28:23,20.316666666666666,211.8,-286.3
hpa80,2026-08-25 05:28:31,20.45,211.8,0.0
hpa80,2026-08-25 05:28:38,20.566666666666666,280.8,69.0
hpa80,2026-08-25 05:28:46,20.7,280.8,0.0
hpa80,2026-08-25 05:28:53,20.816666666666666,280.8,0.0
hpa80,2026-08-25 05:29:01,20.95,449.5,168.7
hpa80,2026-08-25 05:29:08,21.066666666666666,449.5,0.0
hpa80,2026-08-25 05:29:14,21.166666666666668,445.1,-4.399999999999977
hpa80,2026-08-25 05:29:22,21.3,445.1,0.0
hpa80,2026-08-25 05:29:29,21.416666666666668,279.5,-165.60000000000002
hpa80,2026-08-25 05:29:35,21.516666666666666,279.5,0.0
hpa80,2026-08-25 05:29:42,21.633333333333333,221.5,-58.0
hpa80,2026-08-25 05:29:50,21.766666666666666,221.5,0.0
hpa80,2026-08-25 05:29:58,21.9,154.4,-67.1
hpa80,2026-08-25 05:30:03,21.983333333333334,154.4,0.0
hpa80,2026-08-25 05:30:11,22.116666666666667,219.6,65.19999999999999
hpa80,2026-08-25 05:30:17,22.216666666666665,219.6,0.0
hpa80,2026-08-25 05:30:23,22.316666666666666,219.6,0.0
hpa80,2026-08-25 05:30:31,22.45,225.2,5.599999999999994
hpa80,2026-08-25 05:30:37,22.55,225.2,0.0
hpa80,2026-08-25 05:30:43,22.65,217.0,-8.199999999999989
hpa80,2026-08-25 05:30:51,22.783333333333335,217.0,0.0
hpa80,2026-08-25 05:30:57,22.883333333333333,152.7,-64.30000000000001
hpa80,2026-08-25 05:31:03,22.983333333333334,152.7,0.0
hpa80,2026-08-25 05:31:09,23.083333333333332,156.3,3.6000000000000227
hpa80,2026-08-25 05:31:16,23.2,156.3,0.0
hpa80,2026-08-25 05:31:24,23.333333333333332,353.7,197.39999999999998
hpa80,2026-08-25 05:31:31,23.45,353.7,0.0
hpa80,2026-08-25 05:31:37,23.55,353.7,0.0
hpa80,2026-08-25 05:31:44,23.666666666666668,328.8,-24.899999999999977
hpa80,2026-08-25 05:31:51,23.783333333333335,328.8,0.0
hpa80,2026-08-25 05:31:58,23.9,303.3,-25.5
hpa80,2026-08-25 05:32:05,24.016666666666666,303.3,0.0
hpa80,2026-08-25 05:32:12,24.133333333333333,143.9,-159.4
hpa80,2026-08-25 05:32:17,24.216666666666665,143.9,0.0
hpa80,2026-08-25 05:32:23,24.316666666666666,143.9,0.0
hpa80,2026-08-25 05:32:31,24.45,147.0,3.0999999999999943
hpa80,2026-08-25 05:32:38,24.566666666666666,147.0,0.0
hpa80,2026-08-25 05:32:44,24.666666666666668,197.2,50.19999999999999
hpa80,2026-08-25 05:32:52,24.8,197.2,0.0
hpa80,2026-08-25 05:32:58,24.9,244.6,47.400000000000006
hpa80,2026-08-25 05:33:05,25.016666666666666,244.6,0.0
hpa80,2026-08-25 05:33:11,25.116666666666667,245.1,0.5
hpa80,2026-08-25 05:33:18,25.233333333333334,245.1,0.0
hpa80,2026-08-25 05:33:24,25.333333333333332,209.4,-35.69999999999999
hpa80,2026-08-25 05:33:31,25.45,209.4,0.0
hpa80,2026-08-25 05:33:39,25.583333333333332,213.8,4.400000000000006
hpa80,2026-08-25 05:33:46,25.7,213.8,0.0
hpa80,2026-08-25 05:33:55,25.85,217.5,3.6999999999999886
hpa80,2026-08-25 05:34:02,25.966666666666665,217.5,0.0
hpa80,2026-08-25 05:34:09,26.083333333333332,218.2,0.6999999999999886
hpa80,2026-08-25 05:34:17,26.216666666666665,218.2,0.0
hpa80,2026-08-25 05:34:24,26.333333333333332,219.1,0.9000000000000057
hpa80,2026-08-25 05:34:31,26.45,219.1,0.0
hpa80,2026-08-25 05:34:38,26.566666666666666,246.7,27.599999999999994
hpa80,2026-08-25 05:34:46,26.7,246.7,0.0
hpa80,2026-08-25 05:34:54,26.833333333333332,241.7,-5.0
hpa80,2026-08-25 05:35:01,26.95,241.7,0.0
hpa80,2026-08-25 05:35:08,27.066666666666666,241.7,0.0
hpa80,2026-08-25 05:35:15,27.183333333333334,194.5,-47.19999999999999
hpa80,2026-08-25 05:35:21,27.283333333333335,194.5,0.0
hpa80,2026-08-25 05:35:29,27.416666666666668,134.7,-59.80000000000001
hpa80,2026-08-25 05:35:39,27.583333333333332,155.1,20.400000000000006
hpa80,2026-08-25 05:35:46,27.7,155.1,0.0
hpa80,2026-08-25 05:35:54,27.833333333333332,173.1,18.0
hpa80,2026-08-25 05:36:01,27.95,173.1,0.0
hpa80,2026-08-25 05:36:09,28.083333333333332,173.7,0.5999999999999943
hpa80,2026-08-25 05:36:16,28.2,173.7,0.0
hpa80,2026-08-25 05:36:25,28.35,148.3,-25.399999999999977
hpa80,2026-08-25 05:36:31,28.45,148.3,0.0
hpa80,2026-08-25 05:36:39,28.583333333333332,228.1,79.79999999999998
hpa80,2026-08-25 05:36:46,28.7,228.1,0.0
hpa80,2026-08-25 05:36:53,28.816666666666666,235.8,7.700000000000017
hpa80,2026-08-25 05:37:01,28.95,235.8,0.0
hpa80,2026-08-25 05:37:08,29.066666666666666,235.8,0.0
hpa80,2026-08-25 05:37:15,29.183333333333334,245.0,9.199999999999989
hpa80,2026-08-25 05:37:21,29.283333333333335,245.0,0.0
hpa80,2026-08-25 05:37:28,29.4,118.2,-126.8
hpa80,2026-08-25 05:37:34,29.5,118.2,0.0
hpa80,2026-08-25 05:37:41,29.616666666666667,99.7,-18.5
hpa80,2026-08-25 05:37:47,29.716666666666665,99.7,0.0
hpa80,2026-08-25 05:37:54,29.833333333333332,98.9,-0.7999999999999972
hpa80,2026-08-25 05:38:02,29.966666666666665,98.9,0.0
hpa80,2026-08-25 05:38:08,30.066666666666666,109.2,10.299999999999997
hpa80,2026-08-25 05:38:17,30.216666666666665,109.2,0.0
hpa80,2026-08-25 05:38:24,30.333333333333332,169.7,60.499999999999986
hpa80,2026-08-25 05:38:32,30.466666666666665,169.7,0.0
hpa80,2026-08-25 05:38:40,30.6,200.7,31.0
hpa80,2026-08-25 05:38:48,30.733333333333334,200.7,0.0
hpa80,2026-08-25 05:38:54,30.833333333333332,200.3,-0.39999999999997726
hpa80,2026-08-25 05:39:02,30.966666666666665,200.3,0.0
hpa80,2026-08-25 05:39:09,31.083333333333332,169.3,-31.0
hpa80,2026-08-25 05:39:19,31.25,169.3,0.0
hpa80,2026-08-25 05:39:25,31.35,147.3,-22.0
hpa80,2026-08-25 05:39:32,31.466666666666665,147.3,0.0
hpa80,2026-08-25 05:39:39,31.583333333333332,138.0,-9.300000000000011
hpa80,2026-08-25 05:39:47,31.716666666666665,138.0,0.0
hpa80,2026-08-25 05:39:53,31.816666666666666,116.4,-21.599999999999994
hpa80,2026-08-25 05:40:02,31.966666666666665,116.4,0.0
hpa80,2026-08-25 05:40:08,32.06666666666667,116.4,0.0
hpa80,2026-08-25 05:40:16,32.2,163.2,46.79999999999998
hpa80,2026-08-25 05:40:24,32.333333333333336,191.1,27.900000000000006
hpa80,2026-08-25 05:40:33,32.483333333333334,191.1,0.0
hpa80,2026-08-25 05:40:41,32.61666666666667,188.4,-2.6999999999999886
hpa80,2026-08-25 05:40:48,32.733333333333334,188.4,0.0
hpa80,2026-08-25 05:40:55,32.85,173.3,-15.099999999999994
hpa80,2026-08-25 05:41:02,32.96666666666667,173.3,0.0
hpa80,2026-08-25 05:41:09,33.083333333333336,190.9,17.599999999999994
hpa80,2026-08-25 05:41:17,33.21666666666667,190.9,0.0
hpa80,2026-08-25 05:41:25,33.35,209.6,18.69999999999999
hpa80,2026-08-25 05:41:32,33.46666666666667,209.6,0.0
hpa80,2026-08-25 05:41:41,33.61666666666667,229.9,20.30000000000001
hpa80,2026-08-25 05:41:47,33.71666666666667,229.9,0.0
hpa80,2026-08-25 05:41:56,33.86666666666667,215.1,-14.800000000000011
hpa80,2026-08-25 05:42:03,33.983333333333334,215.1,0.0
hpa80,2026-08-25 05:42:13,34.15,217.4,2.3000000000000114
hpa80,2026-08-25 05:42:21,34.28333333333333,217.4,0.0
hpa80,2026-08-25 05:42:28,34.4,222.7,5.299999999999983
hpa80,2026-08-25 05:42:35,34.516666666666666,222.7,0.0
hpa80,2026-08-25 05:42:42,34.63333333333333,227.5,4.800000000000011
hpa80,2026-08-25 05:42:49,34.75,227.5,0.0
hpa80,2026-08-25 05:42:56,34.86666666666667,220.6,-6.900000000000006
hpa80,2026-08-25 05:43:03,34.983333333333334,220.6,0.0
hpa80,2026-08-25 05:43:11,35.11666666666667,208.8,-11.799999999999983
hpa80,2026-08-25 05:43:17,35.21666666666667,208.8,0.0
hpa80,2026-08-25 05:43:25,35.35,212.7,3.8999999999999773
hpa80,2026-08-25 05:43:32,35.46666666666667,212.7,0.0
hpa80,2026-08-25 05:43:41,35.61666666666667,229.9,17.200000000000017
hpa80,2026-08-25 05:43:48,35.733333333333334,229.9,0.0
hpa80,2026-08-25 05:43:55,35.85,237.0,7.099999999999994
hpa80,2026-08-25 05:44:02,35.96666666666667,237.0,0.0
hpa80,2026-08-25 05:44:10,36.1,227.2,-9.800000000000011
hpa80,2026-08-25 05:44:17,36.21666666666667,227.2,0.0
hpa80,2026-08-25 05:44:26,36.36666666666667,228.6,1.4000000000000057
hpa80,2026-08-25 05:44:32,36.46666666666667,228.6,0.0
hpa80,2026-08-25 05:44:41,36.61666666666667,223.0,-5.599999999999994
hpa80,2026-08-25 05:44:48,36.733333333333334,223.0,0.0
hpa80,2026-08-25 05:44:56,36.86666666666667,241.3,18.30000000000001
hpa80,2026-08-25 05:45:02,36.96666666666667,241.3,0.0
hpa80,2026-08-25 05:45:11,37.11666666666667,232.7,-8.600000000000023
hpa80,2026-08-25 05:45:17,37.21666666666667,232.7,0.0
hpa80,2026-08-25 05:45:25,37.35,231.1,-1.5999999999999943
hpa80,2026-08-25 05:45:32,37.46666666666667,231.1,0.0
hpa80,2026-08-25 05:45:41,37.61666666666667,224.5,-6.599999999999994
hpa80,2026-08-25 05:45:49,37.75,224.5,0.0
hpa80,2026-08-25 05:45:55,37.85,226.3,1.8000000000000114
hpa80,2026-08-25 05:46:03,37.983333333333334,226.3,0.0
hpa80,2026-08-25 05:46:12,38.13333333333333,228.9,2.5999999999999943
hpa80,2026-08-25 05:46:19,38.25,228.9,0.0
hpa80,2026-08-25 05:46:25,38.35,220.4,-8.5
hpa80,2026-08-25 05:46:33,38.483333333333334,220.4,0.0
hpa80,2026-08-25 05:46:41,38.61666666666667,202.4,-18.0
hpa80,2026-08-25 05:46:48,38.733333333333334,202.4,0.0
hpa80,2026-08-25 05:46:55,38.85,231.2,28.799999999999983
hpa80,2026-08-25 05:47:03,38.983333333333334,231.2,0.0
hpa80,2026-08-25 05:47:11,39.11666666666667,228.9,-2.299999999999983
hpa80,2026-08-25 05:47:18,39.233333333333334,228.9,0.0
hpa80,2026-08-25 05:47:25,39.35,231.4,2.5
hpa80,2026-08-25 05:47:33,39.483333333333334,231.4,0.0
hpa80,2026-08-25 05:47:39,39.583333333333336,163.0,-68.4
hpa80,2026-08-25 05:47:48,39.733333333333334,163.0,0.0
hpa80,2026-08-25 05:47:55,39.85,132.8,-30.19999999999999
hpa80,2026-08-25 05:48:03,39.983333333333334,132.8,0.0
hpa80,2026-08-25 05:48:10,40.1,142.0,9.199999999999989
hpa80,2026-08-25 05:48:18,40.233333333333334,142.0,0.0
hpa80,2026-08-25 05:48:25,40.35,144.2,2.1999999999999886
